category,location,name,website,phone,address,rating,emails
real estate agents,mumbai,Aditi Properties,http://aditipropertiesmumbai.in/?utm_source=gmb&utm_medium=referral,098198 66142,"number 1, Babugenu society gate, Infront of Sai baba temple, 29/28 Goteshwar mandir chawl",4.9,
real estate agents,mumbai,SAHEJRAO REALTORS - Real Estate Agency - Residential Flats- Commercial Offices & Shops- Industrial Gala's - Redevelopments,http://www.sahejraorealtors.in/,070459 06702,"Unit 08, Sati Industries, IB Patel Rd",4.9,
real estate agents,mumbai,Fortune Real Estate Agency,,098926 02882,"Shop No.10 Maratha CHS, S. B. Pawar Marg, Currey Rd Bridge",4.9,
real estate agents,mumbai,Dream Homes Realty,,097737 59237,"G- 74, Ashtavinayak tower, opp. Ganesh Chowk",4.9,
real estate agents,mumbai,Fairdeal Realtors Pvt Ltd,https://frpl.in/,080804 00500,"Ground floor, Sahar Plaza Bonanza I, Metro station, 11-18, Andheri - Kurla Rd, next to JB Nagar",4.8,
real estate agents,mumbai,Just Deal Properties - Best real estate agent/best property dealers/Agent In Mumbai,,099303 03044,"Shop No.4, Habib compound, Next Habibiya Masjid, opp. Railway Station",4.8,
real estate agents,mumbai,Homes For All Real Estate Pvt Ltd,http://www.homes4all.in/,091674 06404,"ATL Corporate Park, Atl Corporate Park, 305, Saki Vihar Rd",5.0,
real estate agents,mumbai,Mumbai Realtors Private Limited,http://www.mumbairealtors.co.in/,098200 45933,"Shop No. 5B, Ground Floor, 'D' Wing, Crystal Plaza, New Link Road, KL Walawalkar Marg, opp. Infiniti Mall",4.8,
real estate agents,mumbai,Global Property House - Real Estate Agent in Santacruz,http://globalpropertyhouse.com/,093720 45588,"Garage 1, KHIRA NAGAR, opp. B10",4.9,
real estate agents,mumbai,PRIME REALTY - Real Estate Agency in Powai,http://linktr.ee/primerealty.21,096994 86326,"Shop no-40/B, prathmesh galaxy, Powai Vihar Rd",4.8,
real estate agents,mumbai,Dreams2Realty,https://dreams2realty.co.in/,098332 23040,"Tharu House, 769/1, 4th Rd",4.9,
real estate agents,mumbai,Property Finder Real Estate,,093269 90050,"Shop No. 9, Ground Floor, C Wing, Building No. 3 Deepanjali Co-operative Housing Society Limited Baf-Hira Nagar, Lower Kharodi, off Marve Road",4.9,
real estate agents,mumbai,"Tejasvi Realty-Desai Rakesh | Flats, Apartments, Villa, Office, Bungalow For Sale in Juhu",https://tejasvirealty.com/,098210 96320,"V L, Swastik Plaza, 06, Vaikunthlal Mehta Rd",4.9,
real estate agents,mumbai,Deepak Anam Real Estate Agency,https://www.deepakanamrealestateagency.com/,090296 01007,"2nd Floor, Kashibai Bhavan CHS, Room No. 203, Dr Rajendra Prasad Rd",4.8,
real estate agents,mumbai,Balaji Estate Agency- Rental office in Ghatkopar East |Under construction project | Flate or rent in Ghatkopar East,,098211 34251,"Kailas Plaza, Vallabhbaug Ln, off 9 - B, Ground",4.9,
real estate agents,mumbai,Riya Estate Consultants,,098691 81555,"Shop no 1 ,Tejmanjul Building Junction of Tejpal road, and, Hanuman Rd",4.8,
real estate agents,mumbai,Namo Property Consultant - Dishank Asija,,098335 29163,"Shop No. 66, Whispering Palms Shopping Center",4.9,
real estate agents,mumbai,Chembur Properties (Roopam Estate Agency) | Real Estate Agent in Chembur,http://www.chemburproperties.com/,098201 82285,"Inbetween Hotel, Geeta Bhavan & Ratnagir, Vishwakarma G, 70, Central Ave Rd",4.9,
real estate agents,mumbai,First Realty,http://firstrealty.co.in/,099206 00310,,4.9,
real estate agents,mumbai,Asset Aspire - Best Real Estate Agent in Chembur,https://assetaspire.in/,099300 11664,"Shop No 7 & 8, Jai Shree Ganesh CHS Ltd, CG Rd, next to SUPREME EPITOME",4.9,
real estate agents,mumbai,Shree Laxmi Real Estate Consultants and Developers,https://shree-laxmi-real-estate.grexa.site/,096991 03025,"Shop no.3, Manthan Plaza, Market",4.7,
real estate agents,mumbai,Suyash Estate Consultancy - | Rent & sale of property |,https://vsrsllp.com/,091520 00521,"B, PURSHOTTAM, 31, Jay Prakash Nagar Rd No-3",4.7,
real estate agents,mumbai,Shagun Property & Consultancy,,,"Bldg No 46, Shop No. SG-001, Ground Floor, Suprabhat Chs Ltd Next to Maharashtra Housing and Area Development Authority Gandhi Nagar",4.9,
real estate agents,mumbai,COMFORT REAL ESTATE,,,"Mangaldeep CHS, 01, Jangal Mangal Rd",4.9,
real estate agents,mumbai,K. Hemandas Real Estate Consultant,https://k-hemandas.in/,097681 32786,"Ground Floor, Amol CHS, Shop No. 4, Bhagoji Keer Marg, behind Johnson and Johnson",4.8,
real estate agents,mumbai,Tirupati Estate Consultants,http://www.tirupatiestateconsultants.com/,098196 92697,"Shop no 7A, Hubtown Premier Residences, Above Chayos Cafe",4.9,
real estate agents,mumbai,Saverra Realty,http://www.saverrarealty.com/,086918 66691,"One45 Business Bay, 1205, Vallabh Baug Ln Ext",4.9,
real estate agents,mumbai,Classic Link Realtors ® Malad West Mumbai - Best Real Estate Property Consultant & Property Dealer in Malad.,http://classiclinkrealtors.com/,098925 55667,"Divya Smruthi-A, A-4, New Link Rd, opp. Toyota Showroom & Borivali Biryani, behind The Treat Coffee & Stacks And Racks",4.8,
real estate agents,mumbai,Gupta and Sen,http://www.guptasen.com/,098206 07875,"1st Floor, Om Heera Panna Mall, 23, Bhau Tatoba Toraskar Marg",4.3,
real estate agents,mumbai,Highrise Estates,https://www.highriseestates.com/,099200 11888,"1, 2nd Floor, Rizvi Chambers, Premises CHS LTD, 211, Rizvi Chamber, Hill Rd",4.8,
real estate agents,mumbai,RIDDHI-SIDDHI PROPERTY POWAI CHANDIVALI REAL ESTATE AGENT PROPERTY DEALER BROKER CONSULTANT FOR SALE RENT BUY ELIXIR RESERVE,http://www.riddhisiddhiproperty.com/,,"Shop No 2 Ground Floor, Sun Shrishti Complex, RIDDHI-SIDDHI PROPERTY, Saki Vihar Rd",4.7,
real estate agents,mumbai,JAISWAL REAL ESTATE,,097027 82739,"Shop no. 22, Gokul Galaxy, opposite Palkhi Bunglow",4.6,
